Kleeberga,Piasta Kołodzieja
Bagienna,Kostrze
Pisary Dwór,Pisary
Balicka Wiadukt,Bronowice Wiadukt
Makowskiego,Łokietka
Elektromontaż,Zajezdnia Bieńczyce
Szczecińska,Rzebika
Os.Złotego Wieku,Rondo Piastowskie
Taklińskiego,Podgaje
Os.Jagiellońskie,Rondo Hipokratesa
Wola Batorska Zamoglice,Zabierzów Bocheński Centrum
Wola Batorska Mikoniowiec,Wola Batorska Zamoglice
Modlniczka Poligon,Modlniczka I
Bieżanów Pomnik,Agatowa
Modlniczka Trzcie,Modlniczka Mała
Karniowice I,Karniowice
Dworzec Główny Wschód,Uniwersytet Ekonomiczny
Strzelców,Prądnik Czerwony
Balice OSP,Balice Leśna
Piekary III,Piekary Górne
Benedyktowicza,Księcia Józefa
Na Załęczu,Wiklinowa
Prokocim  Rynek,Młodzieży
Batowice PKP,Batowice
Ćwiklińskiej,Nowy Bieżanów Południe
Morawica Cmentarz,Morawica Krzyżówka
Droga do Czulic,Czulice I
Droga do Pleszowa,Kąkolowa
Krzysztoforzyce Góra,Łuczanowice
Biskupa Prandoty,Cmentarz Rakowicki Zachód
Borek Fałęcki,Borek Fałęcki I
Michałowice Ośrodek Zdrowia,Michałowice I
Skawina Samborek Most,Skawina Wojska Polskiego
Bronowice Małe,Balicka Wiadukt
Cracovia Błonia,Uniwersytet Jagielloński
Dunikowskiego,Szpital Rydygiera
Bieżanów Drożdżownia PKP,Świdzińskiego
Libertów Działy,Libertów Krzyżówka
Brzoskwinia Koziary,Brzoskwinia Sklep
Niepołomice Batorego,Niepołomice Batorego II
Stoczniowców,Kuklińskiego
Solvay,Borek Fałęcki I
Wieliczka CPN,Jerzmanowskiego
Rondo Mogilskie,Narzymskiego
Łokietka,Batalionu  Skała  AK
Piasna Górka ,Rzeszotary Zalesie
Brzegi I,Brzegi III
Rybna Granica,Rybna Ośrodek Zdrowia
Rybna Dół,Rybna Ośrodek Zdrowia
Aleja Róż,Aleja Przyjaźni
Rondo Mogilskie,Cmentarz Rakowicki
Słomniki Zagłoby,Słomniki Rynek
Sołtysowska Zakłady,Sołtysowska Osiedle
Bielany Klasztor,Wodociągi
Wołowice Szkoła,Wołowice
Odmętowa,Habina
Skawina Korabnicka,Skawina Wyspiańskiego
Ujazd Pętla,Brzezie Kulka
Rączna Osiedle,Dąbrowa Szlachecka Krzyż
Zabierzów Działki,Modlniczka Mała
Bieńczycka,Rondo Kocmyrzowskie
Janówka,Wyciąże
Plac Wolnica,Stradom
Glogera Granica Miasta,Glogera
Słona Woda,Kosocicka
Świątniki Skrzyżowanie,Rzeszotary Szkoła
Teatr Bagatela,Cracovia
Góra Borkowska,Myślenicka
Karniowice I,Bolechowice
Borkowska,Forteczna
Pytlasińskiego,Chałubińskiego
Zelczyna I,Zelczyna Sklep
Gustawa Morcinka,Kantorowice
Trojanowice I,Zielonki Rozjazd
Bielany,Bielany Szkoła
Rybna Ośrodek Zdrowia,Rybna Dół
Krasieniec Zakupny,Krasieniec
Dauna,Bieżanowska
Zawiła,Borkowska
Narama,Kozierów Skrzyżowanie
Sławka,Zajezdnia Wola Duchacka
Borsucza,Brożka
Na Budzyniu,Tonie Skrzyżowanie
Zabierzów Młyn,Brzezie Kulka
Rondo Ofiar Katynia,Balicka Wiadukt
Węgrzce,Węgrzce Centrum
Os.Robotnicze,Park  Skały Twardowskiego 
Michałowice I,Michałowice Koźlica
Kochanów I,Zabierzów Ośrodek Zdrowia
Marii Dąbrowskiej,Os.Kościuszkowskie
Kraków Airport T1,Balice II
Skalna,Bielańska
Smoleńskiego I,Poronińska
Branice Pagórek,Droga do Branic
Rondo Barei,Park Wodny
Klasztorna,Os.Wandy
Kobylany,Więckowice
Kraków Airport T2,Balice I
Gościniec,Michałówka
Jagiełły,Petöfiego
Lesisko,Szparagowa
Rondo Kocmyrzowskie,Rondo Czyżyńskie
Dąbie,Lema
Skawina Starostwo Powiatowe,Skawina Kopernika
Tischnera,Łagiewniki
Karniowice,Karniowice I
Olszanica Ogródki Działkowe,Olszanica
Klasztorna,Bulwarowa
Skawina Radziszowska,Skawina Os. Radziszowskie
Pielgrzymowice,Wiktorowice Granica
Komuny Paryskiej,Kobierzyn
Wysiołek Luborzycki,Kapkazy
Rondo Młyńskie,Bora-Komorowskiego
Wilga,Kąpielowa
Borki I,Liszki II
Weigla,Dwór Czeczów
Arka,Os.Jagiellońskie
Wola Batorska Zamoglice,Wola Batorska Mikoniowiec
Wola Batorska Ruskie,Niepołomice Jazy II
Górnickiego,Siewna Wiadukt
Gościniec,Kozierów Skrzyżowanie
Bibice Pętla,Bibice I
Branice Szkoła,Branice Na Dole
Św. Gertrudy,Plac Wszystkich Świętych
Będkowice Borynia,Będkowice
Kuklińskiego,Gromadzka
Wola Batorska  Żwirownia,Wola Bat. Ruskie
Biskupa Prandoty,Dworzec Główny Wschód
Zielonki UG,Zielonki Skrzyżowanie
Kamień Dół,Kamień
Biskupińska,Obrońców Modlina
Dubie,Pisary
Architektów,Os.Na Stoku Szkoła
Sułków,Mała Wieś
Młodziejowice Park,Michałowice Ogrodowa
Grzybów,Leśna
Bębło Lasek,Będkowice Mosurowa
Piaski Wielkie,Cechowa
Rondo Grzegórzeckie,Most Kotlarski
Rudawa,Rudawa Kościół
Pleszowska,Zdrowa
Wola Batorska  Kościół,Wola Batorska  Cmentarz
Fort Winnica,Kostrze OSP
Polanowice,Niedźwiedź PKP
Kliny Zacisze,Pod Fortem
Przykopy,Kurdwanów
Mrozowa,Blokowa
Krasnowolskiego,Wańkowicza
Wola Batorska  Borek,Wola Batorska Mikoniowiec
Batowice,Batowice PKP
Krzęcin Sklep,Grabie Polanka
Rondo Mogilskie,Dworzec Główny
Cracovia Stadion,Cracovia Błonia
Zatyka,Szafrańska
Nowy Kleparz,Politechnika
Węgrzce Centrum Medyczne,Węgrzce
Buków,Buków Klin
Jubilat,Cracovia
Plac Wszystkich Świętych,Filharmonia
Borki,Piekary
Bieżanów Szkoła,Bieżanów Trafo
Katowicka,Rondo Ofiar Katynia
Wzgórza Krzesławickie,Darwina
Os.Willowe,Klasztorna
Uniwersytet Ekonomiczny,Rondo Mogilskie
Dymarek,Karowa
Czajowice,Murownia
Os.Zgody,Aleja Przyjaźni
Szpital Rydygiera,Rondo Hipokratesa
Trojadyn Szydło,Tonie Gliniki
Zajezdnia Bieńczyce,Petöfiego
Nowa Wieś,Nowa Wieś Kościół
Czernichów Bór,Czernichów II
Dąbrowa Szlachecka Figurka,Dąbrowa Szlachecka
Sudolska,Powstańców
Marszowice Góry,Marszowice
Radziszów PKP,Wola Radziszowska Łęg
Teatr Bagatela,Batorego
Brzoskwinia,Nielepice Stadnina
Rondo Matecznego,Jubilat
Kozierów Skrzyżowanie,Żerkowice Kolonia
Ugorek,Wieczysta
Michałowice Lecznica,Michałowice III
Książniczki Centrum,Książniczki Boisko
Szparagowa,Lesisko
Plac Wolnica,Korona
Ruczaj I,Rostworowskiego
Rączna Osiedle,Rączna II
Bronowice Wiadukt,Balicka Wiadukt
Lubicz,Dworzec Główny
Wieliczka CPN,Wieliczka Park
Zabierzów Ośrodek Zdrowia,Zabierzów Piaski
Dwór Czeczów,Bieżanów Pomnik
Kordylewskiego,Rondo Grzegórzeckie
Piaski Nowe,Nowosądecka
Rudawa Bloki,Rudawa Kościół
Ślaskiego,Dąbrowa
Swoszowice Poczta,Swoszowice
Witkowice,Witkowice Nowe
Bębło Stara Wieś,Czajowice
Strzelców,Cmentarz Batowice
Lema,M1 Al. Pokoju
Kamień,Kamień Dół
Rondo Ofiar Katynia,Conrada
Wysiołek Luborzycki I,Wysiołek Luborzycki
Dunikowskiego,Os.Na Lotnisku
Wadów,Wadowska
Branice Szkoła,Branice
Droga do Sidziny,Brzyczyna
Kobierzyńska,Słomiana
Pielgrzymowice I,Pielgrzymowice
Droga do Niegoszowic,Kochanów
Balicka Wiadukt,Bronowice
Maszyce Remiza,Maszyce Skrzyżowanie
Niepołomice Jazy II,Wola Bat. Ruskie
Sucha,Łagiewniki
Świetlica,Rzepakowa
Rząska UR,Rząska
Ochojno Skrzyżowanie,Ochojno Remiza
Prądnik Czerwony,Cmentarz Batowice
Zakępie,Brzeska
Tondosa,Strzelnica
Clepardia,Mackiewicza
Marszowice,Marszowice Góry
Brzezie Narodowe,Brzezie
Wielkie Drogi Trzebol,Wielkie Drogi Szkoła
Brożka,Łagiewniki
Sołtysowska,Sołtysowska Zakłady
Polanowice Kolonia,Marszowice I
Węgrzce Sudół I,Bosutów Dziekanowice
Okulickiego,Wiślicka
Chobot,Wola Zabierzowska
Mazowiecka,Łobzów PKP
AGH,Cracovia Błonia
Olsza II,Bora-Komorowskiego
Szymańskiego,Branice Pagórek
Starowiślna,Miodowa
Lusina Granica,Libertów Dolny
Kozierów Skrzyżowanie,Narama
Januszowice,Przybysławice II
Burów I,Balice Grzybów
Pisary,Pisary Dwór
Wadów Osiedle,Łuczanowice Skrzyżowanie
Zawiła Cmentarz,Góra Borkowska
Radwanowice I,Radwanowice Pętla
Zarzecze,Przybyszewskiego
Łutnia,Przewóz
Krzyszkowice Os. Szymanowskiego,Krzyszkowice Kościół
Brzegi III,Grabie Szczurów
Grębynice II,Grębynice Mogiełki
Opatkowice,Myślenicka
Kostrze OSP,Ślaskiego
Cedyńska,Wiślicka
Rzeszotary Górne,Ochojno Skrzyżowanie
Swoszowice Pawilon,Swoszowice Sklep
Wieliczka CPN,Wieliczka Cmentarz
Wadów Glinik,Wadów Działki
Malinowskiego,Drużbackiej
Nadbrzezie,Suchy Jar
Wyciąże,Wyciąże Zachód
Słonecznikowa,Tondosa
Brogi,Wileńska
Łokietka,Krowoderskich Zuchów
Przeginia Duchowna Centrum,Przeginia Duchowna Szkoła
Niepołomice Boryczów,Niepołomice Wielicka
Karowa I,Dymarek
Mogilany Rynek,Mogilany Cmentarz
Rzozów I,Rzozów Szkoła
Jugowicka,Góra Borkowska
Cracovia,Oleandry
Park Decjusza,Sielanka
Giebułtów,Trojadyn Skrzyżowanie
Jasnogórska,Rondo Ofiar Katynia
Owczary,Owczary Długa
Kapelanka,Szwedzka
Teatr Ludowy,Os.Zgody
Wyciąże Wiadukt,Wyciąże Zachód
Łobzów PKP,Urząd Marszałkowski
Bieżanów Bazy,Półłanki
Krzęcin Kościół,Krzęcin Cmentarz
Katowicka,Pasternik Cmentarz
Modlniczka,Modlnica Skrzyżowanie
Rzebika,Lipska
Szczyglice Autostrada ,Szczyglice
Panieńskich Skał,Park Decjusza
Lipowskiego,Bieżanów Drożdżownia PKP
Droga do Branic,Branice Pagórek
Os.Strusia,DH Wanda
Garlica Duchowna,Droga do Garliczki
Skawina Korabnicka,Skawina Korabnicka Szkoła
Arka,Teatr Ludowy
Skawina Wyspiańskiego,Skawina Korabnicka
Rzozów Szkoła,Gołuchowice
Zelczyna Sklep,Zelczyna Szkoła
Lipska,Rzebika
Lubocza Przychodnia,Lubocza Bugaj
Brama nr 4,Jeżynowa
Cracovia,Cracovia Stadion
Czajowice,Bębło Stara Wieś
Podgórki Skawińskie,Janasówka
Park Wodny,Os.Oświecenia
Wiślicka,Os.Na Lotnisku
Podłęże Przedszkole,Podłęże Balachówka
Zabierzów Ośrodek Zdrowia,Kochanów I
Bosaków,Brogi
Rączna Dzikowiec,Wyźrał I
Wrząsowice Górka,Wrząsowice Kowaleca
Bieżanów,Jasieńskiego
Makowskiego,Łobzów PKP
Os.Marszowiec,Witkowice
Krzesławice,Młyn
Podłęże Centrum,Staniątki Wiadukt
Kuźnicy Kołłątajowskiej,Aleja 29 Listopada
Michałowice,Michałowice Komora
Pleszów,Koksochemia
Balicka Wiadukt,Zarzecze
Albatrosów,Jeżowa
Krzyszkowice Kościół,Krzyszkowice Os. Szymanowskiego
Gaj Szkoła,Gaj Zadziele
Kupały,Os.Kalinowe
Droga do Branic,Igołomska
Lusina Łany,Lusina Szkoła
Brama nr 5,Fort Mogiła
Teatr Ludowy,Arka
Zajezdnia Wola Duchacka,Sławka
Radzikowskiego,Azory
Kampus UJ,Bobrzyńskiego
Nawojowa Góra II,Krzeszowice Witaminka
Ciekowiec,Przylasek Rusiecki
Kopanka Kapliczka,Kopanka Szkoła
Na Załęczu Szkoła,Siwka
Przewóz,Ks. Targosza
Wysłouchów,Bujaka
Wyciąże I,Wyciąże Wiadukt
Kochanów,Droga do Niegoszowic
Niepołomice Poręby,Niepołomice Diesla
Wiktorowice Skrzyżowanie,Zastów Działki
Bieżanowska,Prosta
Wola Zabierzowska,Zabierzów Bocheński Centrum
Wola Duchacka,Karpińskiego
Radziszów Podwale,Radziszów Zawodzie
Czarnochowice I,Bieżanów Granica Miasta
Polana Żywiecka,Łuczyńskiego
Grębynice Mogiełki,Grębynice II
Droga do Janowic,Rzeszotary Zalesie
Radziszów Zawodzie,Radziszów PKP
Judyma,Kąpielowa
Zelków II,Zelków Staw
Wyciąże I,Wyciąże
Radziszów Zawodzie,Radziszów Podwale
Rodzinna,Górka Pychowicka
Wańkowicza,Kocmyrzowska
Bardosa,Kopiec Wandy
Młodzieży,Prokocim  Rynek
Dworzec Główny Wschód,Politechnika
Leszka Białego,Architektów
Albatrosów,Surzyckiego
Zabierzów Działki,Zabierzów Sklep
Sołtysowska Zakłady,Sołtysowska
Os.Na Stoku Szkoła,Wiadukty
Kleeberga,Dunikowskiego
Tonie Gliniki,Trojadyn Szydło
Landaua,Kenara
Rondo Barei,Strzelców
Jubilat,Rondo Matecznego
Szczyglice,Balice Autostrada
Skawina Sąd,Skawina Tyniecka Osiedle
Michałowice Kwiaty Polne,Michałki
Podskale,Zielonki Rozjazd
Zakońce,Wola Zachariaszowska
Os.Złotego Wieku,Cedyńska
Żywiecka,Rynek Fałęcki
Armii Krajowej,Zarzecze
Rusocice Skład,Rusocice I
Struga,Aleja Róż
Zabawa I,Zabawa
Kurdwanów,Przykopy
Rudawa Młyn,Młynka I
Rzeszotary Trafo,Rzeszotary
Dziady,Droga do Kaszowa
Wola Radziszowska Chorzyny,Wola Radziszowska Centrum
Grabie Szczurów,Grabie Dom Kultury
Nowy Bieżanów Południe,Nowy Prokocim
Trzecia Góra,Belwederczyków
Radziszów Zadworze,Radziszów Centrum
Turowicza,Przykopy
Bratysławska,Nowy Kleparz
Stara Cegielnia,Kuźnicy Kołłątajowskiej
Marszowice I,Marszowice
Skawina Energetyków,Skawina Koncentraty
Bielany Szkoła,Bielany
Borsucza,Grota Roweckiego
Kobierzyńska,Grota Roweckiego
Sodfiny Kolonia,Głęboka
Przykopy,Herberta
Brodowicza,Rondo Mogilskie
Lusina Dolna,Krakówka
Jaśkowice,Jaśkowice PKP
Medweckiego,Czyżyny Dworzec
Łuczanowice Skrzyżowanie,Bystronia
UR Balicka,Lindego
Wola Bat. Ruskie,Wola Batorska  Żwirownia
Bystronia,Łuczanowice Skrzyżowanie
Bieżanów Drożdżownia PKP,Drożdżowa
Odmętowa,Lesisko
Dożynkowa,Witkowice Nowe
Balice OSP,Balice Szkoła
Wielka Wieś,Szyce I
Sucharskiego,Złocieniowa
Obrońców Modlina,Surzyckiego
Raciborowice I,Zastów
Balice Leśna,Balice Grzybów
Skała Kmity,Szczyglice
Most Kotlarski,Rondo Grzegórzeckie
Gustawa Morcinka,Prusy
Krowoderskich Zuchów,Batalionu  Skała  AK
Imbramowska,Mackiewicza
Za Torami,Żwirownia
Rudawa Szkoła,Rudawa PKP
Polanka Hallera Dwór,Gołuchowice Sklep
Park Wodny,Rondo Barei
Salwator,Komorowskiego
Puszkarska,Kamieńskiego Wiadukt
Stradom,Most Grunwaldzki
Wyciąże Zachód,Wyciąże Wiadukt
Wola Batorska Borek,Wola Batorska Cmentarz
Kokotów I,Czarnochowice I
Chabrowa,Os.Łokietka
Piekary,Borki
Węgrzce Sudół,Węgrzce Magiczne Wzgórze
Teatr Ludowy,Rondo Kocmyrzowskie
Rajsko,Landaua
Skawina PKP,Skawina Cmentarz
Rostworowskiego,Słomiana
Łuczyńskiego,Żywiecka
Lusina Łany,Lusina Pętla
Czyżyny Dworzec,Rondo Czyżyńskie
Michałowice Ogrodowa,Michałowice
Krzyszkowice Kościół,Krzyszkowice Kasztanowa I
Przewóz,Łutnia
Mydlniki,Mydlniki Stawy
Prokocim Cmentarz,Młodzieży
Brzegi III,Brzegi I
Skawina Rynek,Skawina Cmentarz
Zakład Przeróbki,Pleszów
Opolska Estakada,Uniwersytet Rolniczy
Os.Na Skarpie,Plac Centralny
Dworzec Główny Zachód,Dworzec Główny Wschód
Sieborowice,Zagórzyce Stare
Rybna I,Rybna II
Zagórzyce Dworskie,Wysyłek
Chałubińskiego,Krakówka
Trojanowice I,Trojanowice Pętla
Brzeźnica Kuźnia,Brzeźnica Pasieka
Podłęże Centrum,Podłęże Przedszkole
Lema,Dąbie
Skawina Koncentraty,Skawina Zachodnia
M1  Nowohucka,Nowohucka
Dunikowskiego,Rondo Piastowskie
Olszanica Ogródki Działkowe,Olszanica Bory
Bieżanowska,Malborska
Raciborowice Centrum,Dłubnia
Zabierzów I,Zabierzów Piekarnia
Zastów,Raciborowice I
Politechnika,Cmentarz Rakowicki Zachód
Brzezie Kulka,Zielona
Barycz,Żelazowskiego
Krasieniec,Krasieniec Remiza
Mogilany Wiadukt,Mogilany Włosań
Prokocim Szpital,Jerzmanowskiego
Cmentarz Grębałów,Darwina
Drożyska,Przylasek Wyciąski
Pisary Skrzyżowanie,Nawojowa Góra I
Opatkowice CPN,Libertów
Wielicka Granica Miasta,Wielicka
Medweckiego,Marii Dąbrowskiej
Szyce II,Szyce I
Pisary Mleczarnia,Rudawa Szkoła
Wielicka,Aleksandry
Niepołomice Diesla,Niepołomice Wodna
Centralna,Rondo Czyżyńskie
Kopiec Wandy,Kombinat
Podstawie,Drożyska
Politechnika,Dworzec Towarowy
Benedyktowicza,Glinnik
Jasieńskiego,Bieżanów
Bonarka,Kamieńskiego Wiadukt
Os.Górali,Teatr Ludowy
Brzoskwinia Kamyk,Brzoskwinia Sklep
Bosutów Straż,Bosutów
Skawina Rzepnik,Skawina Podlipki
Krzysztoforzyce Sklep ,Krzysztoforzyce
Mackiewicza,Imbramowska
Batalionu  Skała  AK,Wyki
Architektów,Wzgórza Krzesławickie
Wola Radziszowska Most,Wola Radziszowska Mała Ostra Góra
Zastów Działki,Wiktorowice Skrzyżowanie
Rączna I,Rączna II
Kuklińskiego,Stoczniowców
Rondo Czyżyńskie,Czyżyny
Wzgórza Krzesławickie,Architektów
Kopce,Mogilany Cmentarz
Rusocice II,Kamień Dół
Chełm,Zielony Dół
Wały Wiślane,Kostrze Szkoła
Malczewskiego,Księcia Józefa
Chobot Leśniczówka,Chobot
Łęczycka,Os.Złotego Wieku
Węgrzce Wielkie III,Węgrzce Wielkie II
Bolechowice,Zelków Wola
Nowy Bieżanów Południe,Ćwiklińskiej
Kopanka,Kopanka II
Dworzec Główny,Basztowa LOT
Miśnieńska,Mistrzejowice
Lusina Górka,Dobrzyczany
Agatowa,Bieżanów Bazy
Os.Na Skarpie,Klasztorna
Wrząsowice Kowaleca,Wrząsowice Górka
Czyżyny,Rondo Czyżyńskie
Wróżenice,Wróżenicka
Grabie Kuźnia,Grabie
Gustawa Morcinka,Grębałów
Rudawa Szkoła,Pisary Mleczarnia
Zagacie I,Wyźrał
Plac Wszystkich Świętych,Św. Gertrudy
Skawina Os. Radziszowskie,Skawina Nad Potokiem
Zakrzów,Podłęże Balachówka
Wieczysta,AWF
Zielonki Transformator,Zielonki Rozjazd
Węgrzynowice Dół,Węgrzynowicka
Krowodrza Urzędy Skarbowe,Wybickiego
Las Borkowski,Zawiła
Żyzna,Petrażyckiego
Landaua,Rajsko
Dubie,Radwanowice II
Przy Kuźni,Hallera
Os.Na Stoku,Architektów
Rozjazd,Kościelniki
Bosaków,Miechowity
Węgrzce Magiczne Wzgórze,Węgrzce Centrum Medyczne
Zajezdnia Bieńczyce,Nowolipki
Maszyce Skrzyżowanie,Smardzowice IV
Powstańców Garaże,Powstańców
Chrosna Studnia,Chrosna
Mała Góra,Bieżanów Cmentarz
Bratysławska,Krowodrza Górka
Rybna Nowy Świat,Sanka Skrzyżowanie
Panieńskich Skał,Królowej Jadwigi
Tomaszowice,Tomaszowice I
Starowiślna,Stradom
Nowa Wieś Szlachecka,Nowa Wieś Kościół
Marszowiec,Zielonki UG
Młynka,Rudawa Młyn
Cystersów,Rondo Mogilskie
Wyciąże Sklep,Wyciąska
Błonia Kościelnickie,Kościelniki
Dąbrówki I,Dąbrówki
Łanowa,Szczecińska
Os.Zielone,Struga
Turowicza,Fredry
Most Grunwaldzki,Os.Podwawelskie
Szymańskiego,Wyciąże
Reymana,Cichy Kącik
Lublańska,Opolska Estakada
Morawica Krzyżówka,Morawica
AGH,Plac Inwalidów
Balice Autostrada,Balice I
Kocmyrzów I,Kocmyrzów Krzyżówka
Kombinat,Mrozowa
Janówka,Błonia Kościelnickie
Niepołomice Płaszowska I,Niepołomice Kościuszki
Swoszowice,Swoszowice Pawilon
Płaszów Szkoła,Łanowa
Ochmanów Oknoplast,Zakrzów
Siejówka,Przylasek Wyciąski
Wołowice,Wołowice Kapliczka
Kosocicka,Słona Woda
Nowa Wieś Jesionka,Nowa Wieś Szlachecka
Owczary Długa,Owczary
Kurdwanów,Beskidzka
Wróblowice Dom Kultury,Wróblowice Cmentarz
Jerzmanowskiego,Wieliczka CPN
Piasta Kołodzieja,Os.Piastów
Opatkowice,Smoleńskiego
Medweckiego,Stella-Sawickiego
Wielicka,Wielicka Granica Miasta
Cracovia,Czarnowiejska
Brzoskwinia Sklep,Brzoskwinia Kamyk
Nowy Kleparz,Biskupa Prandoty
Rajsko,Geologów
Różyckiego,Azory
Tomaszowice Wedonka,Tomaszowice I
Nowa Wieś Kościół,Nowa Wieś
Świątniki Cmentarz,Świątniki I
Murownia,Czajowice
Zielińskiego,Praska
Rybitwy Sklep,Jeżowa
Opolska Estakada,Biskupa Prandoty
Rzozów Zagonnie,Rzozów PKP
Wiklinowa,Na Załęczu
Mogilany Wiadukt,Mogilany Rynek
Rondo Hipokratesa,DH Wanda
Swoszowice,Wróblowice Szkoła
Cmentarz Grębałów,Lubocza Bugaj
Rondo Barei,Olszecka
Uniwersytet Rolniczy,Biskupa Prandoty
Kleeberga,Rondo Piastowskie
Zabawa,Mała Wieś
Filharmonia,Uniwersytet Jagielloński
Wróżenicka,Czulice I
Teligi,Nowy Prokocim
Michałowice Komora,Bibice
Brzoskwinia Koziary,Morawica Cmentarz
Rondo Mogilskie,Cystersów
Krzyżówka,Błonia Kościelnickie
Sidzina Olszyny,Taklińskiego
Kościelniki,Rozjazd
Ofiar Dąbia,Francesco Nullo
Wiadukty,Darwina
Wilga,Zdrojowa
Elektromontaż,Zajezdnia Nowa Huta
Wolica Most,Wolica Kościół
Wróblowice Rozwidlenie,Wróblowice Szkoła
Nowolipki,Zajezdnia Bieńczyce
Bułgarska,Zachodnia
Korona,Smolki
Wola Luborzycka Działki,Luborzyca
Borek Szlachecki I,Borek Szlachecki II
Księcia Józefa,Benedyktowicza
Karpińskiego,Tuchowska
Petrażyckiego,Sidzina
Poczta Główna,Starowiślna
Lusina I,Lusina Granica
Konary I,Lusina Górka
Luborzyca I,Luborzyca
Zachodnia,Bułgarska
Swoszowice Autostrada,Swoszowice Osiedle
Gospodarska,Tonie Skrzyżowanie
Rusocice Załęg,Rusocice Wieś
Kościelniki,Zabłocie Kościelnickie
Biskupa Prandoty,Nowy Kleparz
Gaj Szkoła,Libertów
Górka Narodowa,Bociana
Kąkolowa,Truskawkowa
Skawina Kopernika,Skawina Starostwo Powiatowe
Baba Jaga,ZOO
Kruszwicka,Popielidów
Kosocicka,Wielicka
Wrząsowice II,Wrząsowice Górka
Raciborowice,Dłubnia
Dąbrowa Szlachecka Figurka,Dąbrowa Szlachecka Krzyż
Witosa,Kurdwanów
Wróblowice Szkoła,Swoszowice
Rudawa Kościół,Radwanowice I
Rząska,Rząska Autostrada
Rudawa PKP,Rudawa
Stradom,Orzeszkowej
Bohomolca,Marchołta
Plac Centralny,Os.Zgody
Os. Mistrzejowice Nowe,Kleeberga
Wróblowice Cmentarz,Kenara
Przeginia Duchowna Szkoła,Nowa Wieś Jesionka
Dworcowa,Dworzec Płaszów
Baczyńskiego,Skotniki
Wolica Las,Wolica Most
Januszowice,Trojanowice
Krakówka,Chałubińskiego
Liszki I,Kryspinów Sanka
Niepołomice Wodna,Niepołomice Płaszowska I
Klasztor Cystersów,Sieroszewskiego
Pod Lipą,Soboniowice
Grabie Kuźnia,Grabie Polanka
Wołowice III,Wołowice Niwa
Bardosa,Fort Mogiła
Golkowice,Zbydniowice Szkoła
Kraśnik,Zagrody
Szyce I,Wielka Wieś
Sielanka,Strzelnica
Zarzecze,Armii Krajowej
Opatkowice CPN,Podstawki
Droga do Czulic,Os.Nowe
Niepołomice Moczydło,Niepołomice Dworzec
Opolska Kładka,Wyki
Chełm,Królowej Jadwigi
Niepołomice Pasternik,Niepołomice Kątek
Zakład Przeróbki,Droga do Branic
Młodzieży,Prokocim Cmentarz
Michałowice Las Michałowski,Michałki
Krowodrza Urzędy Skarbowe,Krowodrza Górka
Ks. Targosza,Szparagowa
Brzozówka,Brzozówka Sklep
Przybyszewskiego,Miasteczko Studenckie AGH
Rzepakowa Świetlica,Żwirownia
Wiktorowice Skrzyżowanie,Wiktorowice Centrum
Bębło Łabajowa,Bębło Lasek
Zielonki UG,Zielonki Transformator
Dworzec Główny Wschód,Biskupa Prandoty
Makowa,Kamieńskiego
Skawina Wojska Polskiego,Skawina Tyniecka
Lekarska,Bratysławska
Gospodarska,Kaczorówka
Os.Podwawelskie,Rondo Matecznego
Królowej Jadwigi,Chełm
Grota Roweckiego,Kobierzyńska
Bieżanowska,Dworcowa
Radziszów Leśniczówka,Radziszów Stare Sanatorium
Łukasiewicza,Cmentarz Rakowicki
Myślenicka,Opatkowice
Na Załęczu Szkoła,Na Załęczu
Borkowska,Kliny Zacisze
Goszyce,Goszyce Remiza
Dunikowskiego,Os.Piastów
DH Wanda,Os.Strusia
Staniątki Wiadukt,Niepołomice Wielicka
Teatr Ludowy,Os.Górali
Nawojowa Góra I,Nawojowa Góra II
Opatkowice,Opatkowice Wiadukt
Mistrzejowice,Miśnieńska
Dworzec Główny Wschód,Dworzec Główny
Lesisko,Lasek Mogilski
Na Załęczu,Sikorki
Zielona,Zabierzów Młyn
Zajezdnia Bieńczyce,Elektromontaż
Zabierzów Działki,Zabierzów
Czyżyny Dworzec,Medweckiego
Olszanica Bory,Balice II
Os.Kalinowe,Wiślicka
Świątniki Cmentarz,Świątniki Centrum
Nowy Kleparz,Basztowa LOT
Chałubińskiego,Pytlasińskiego
Skawina Robotnicza,Kopanka Szkoła
Wieliczka Cmentarz,Wieliczka CPN
Swoszowice Sklep,Swoszowice Poczta
Soboniowice,Pod Lipą
Kopanka Szkoła,Kopanka Kapliczka
Wieliczka Kopalnia Soli,Wieliczka Park
Mogilany Ośrodek Zdrowia,Gaj Zadziele
Balicka Wiadukt,Bronowice Małe
Świetlica,Żwirownia
Petrażyckiego,Żyzna
Czernichów Bór,Przeginia Narodowa
Borek Fałęcki I,Solvay
Opolska,Conrada
Morawica Krzyżówka,Morawica Mostek
Uniwersytet Jagielloński,Filharmonia
Żeromskiego,Teatr Ludowy
Łagiewniki,Tischnera
Wolica Las,Wolica
Wola Batorska  Żwirownia,Wola Batorska  Kościół
Słona Woda,Hallera
Konary I,Konary
Krzemieniecka,Drużbackiej
Jerzmanowskiego,Czerwiakowskiego
Zdrowa,Krowodrza Górka
Wybickiego,Krowodrza Urzędy Skarbowe
Kuklińskiego,Powstańców Wielkopolskich
Suche Stawy,Bardosa
Cholerzyn Skrzyżowanie,Cholerzyn Granica
